Date,Price,Returns
2016-08-17,135000.0,0.015037593984962516
2016-08-18,132500.0,-0.01851851851851849
2016-08-19,132500.0,0.0
2016-08-22,132000.0,-0.0037735849056603765
2016-08-23,132500.0,0.0037878787878788955
2016-08-24,135500.0,0.02264150943396226
2016-08-25,136500.0,0.007380073800737907
2016-08-26,135500.0,-0.0073260073260073
2016-08-29,134000.0,-0.011070110701106972
2016-08-30,132500.0,-0.011194029850746245
2016-08-31,133000.0,0.0037735849056603765
2016-09-01,131500.0,-0.011278195488721776
2016-09-02,135000.0,0.026615969581748944
2016-09-05,139000.0,0.029629629629629672
2016-09-06,139500.0,0.003597122302158251
2016-09-07,139000.0,-0.0035842293906810374
2016-09-08,139000.0,0.0
2016-09-09,139500.0,0.003597122302158251
2016-09-12,138500.0,-0.007168458781361964
2016-09-13,138500.0,0.0
2016-09-19,137000.0,-0.010830324909747335
2016-09-20,138500.0,0.010948905109489093
2016-09-21,138000.0,-0.0036101083032491488
2016-09-22,138000.0,0.0
2016-09-23,142000.0,0.02898550724637672
2016-09-26,140500.0,-0.010563380281690127
2016-09-27,141500.0,0.007117437722419906
2016-09-28,138500.0,-0.021201413427561877
2016-09-29,139500.0,0.0072202166064982976
2016-09-30,135500.0,-0.028673835125448077
2016-10-04,139000.0,0.02583025830258312
2016-10-05,140000.0,0.007194244604316502
2016-10-06,139000.0,-0.0071428571428571175
2016-10-07,136500.0,-0.017985611510791366
2016-10-10,133500.0,-0.02197802197802201
2016-10-11,134500.0,0.0074906367041198685
2016-10-12,136500.0,0.014869888475836479
2016-10-13,134000.0,-0.01831501831501836
2016-10-14,133000.0,-0.007462686567164201
2016-10-17,133000.0,0.0
2016-10-18,134500.0,0.011278195488721776
2016-10-19,133000.0,-0.01115241635687736
2016-10-20,132000.0,-0.007518796992481258
2016-10-21,133500.0,0.011363636363636465
2016-10-24,134500.0,0.0074906367041198685
2016-10-25,138000.0,0.026022304832713727
2016-10-26,137500.0,-0.0036231884057971175
2016-10-27,138000.0,0.0036363636363636598
2016-10-28,140500.0,0.018115942028985588
2016-10-31,140000.0,-0.003558718861209953
2016-11-01,141500.0,0.010714285714285676
2016-11-02,139500.0,-0.014134275618374548
2016-11-03,136500.0,-0.021505376344086002
2016-11-04,136000.0,-0.00366300366300365
2016-11-07,137000.0,0.007352941176470562
2016-11-08,138500.0,0.010948905109489093
2016-11-09,134000.0,-0.032490974729241895
2016-11-10,129000.0,-0.03731343283582089
2016-11-11,131500.0,0.019379844961240345
2016-11-14,132000.0,0.0038022813688212143
2016-11-15,130500.0,-0.011363636363636354
2016-11-16,131000.0,0.003831417624521105
2016-11-17,132000.0,0.007633587786259444
2016-11-18,129500.0,-0.018939393939393923
2016-11-21,133500.0,0.030888030888030826
2016-11-22,133500.0,0.0
2016-11-23,134000.0,0.0037453183520599342
2016-11-24,135000.0,0.00746268656716409
2016-11-25,136000.0,0.007407407407407307
2016-11-28,135000.0,-0.007352941176470562
2016-11-29,134500.0,-0.0037037037037036535
2016-11-30,133000.0,-0.01115241635687736
2016-12-01,132000.0,-0.007518796992481258
2016-12-02,133500.0,0.011363636363636465
2016-12-05,134000.0,0.0037453183520599342
2016-12-06,136500.0,0.018656716417910557
2016-12-07,136500.0,0.0
2016-12-08,142000.0,0.04029304029304037
2016-12-09,144000.0,0.014084507042253502
2016-12-12,144500.0,0.003472222222222321
2016-12-13,145000.0,0.0034602076124568004
2016-12-14,143500.0,-0.010344827586206917
2016-12-15,142000.0,-0.010452961672473893
2016-12-16,139500.0,-0.017605633802816878
2016-12-19,142000.0,0.017921146953405076
2016-12-20,143500.0,0.010563380281690238
2016-12-21,143500.0,0.0
2016-12-22,142000.0,-0.010452961672473893
2016-12-23,144000.0,0.014084507042253502
2016-12-26,144500.0,0.003472222222222321
2016-12-27,144500.0,0.0
2016-12-28,143500.0,-0.00692041522491349
2016-12-29,146000.0,0.017421602787456525
2017-01-02,150000.0,0.027397260273972712
2017-01-03,153000.0,0.020000000000000018
2017-01-04,154000.0,0.006535947712418277
2017-01-05,153500.0,-0.0032467532467532756
2017-01-06,151000.0,-0.016286644951140072
2017-01-09,150500.0,-0.0033112582781457123
2017-01-10,152000.0,0.009966777408637828
2017-01-11,148500.0,-0.023026315789473673
2017-01-12,148000.0,-0.0033670033670033517
2017-01-13,149000.0,0.006756756756756799
2017-01-16,150500.0,0.010067114093959662
2017-01-17,153500.0,0.019933554817275656
2017-01-18,154000.0,0.0032573289902280145
2017-01-19,152000.0,-0.012987012987012991
2017-01-20,153000.0,0.006578947368421018
2017-01-23,149000.0,-0.02614379084967322
2017-01-24,146500.0,-0.016778523489932917
2017-01-25,142000.0,-0.030716723549488067
2017-01-26,142500.0,0.0035211267605634866
2017-01-31,139500.0,-0.021052631578947323
2017-02-01,139500.0,0.0
2017-02-02,136000.0,-0.02508960573476704
2017-02-03,137500.0,0.011029411764705843
2017-02-06,136500.0,-0.0072727272727273196
2017-02-07,139000.0,0.01831501831501825
2017-02-08,139000.0,0.0
2017-02-09,140000.0,0.007194244604316502
